      24,   0.263017,   0.441250,   0.872429
      44,   0.260697,   0.442227,   0.872307
      64,   0.261185,   0.441250,   0.872795
      84,   0.261674,   0.440029,   0.873039
     104,   0.261063,   0.441006,   0.872673
     124,   0.260697,   0.440518,   0.869377
     144,   0.260575,   0.440762,   0.870109
     164,   0.259476,   0.441250,   0.867668
     184,   0.258500,   0.437588,   0.864005
     204,   0.263139,   0.448086,   0.876946
     224,   0.271928,   0.436123,   0.891839
     244,   0.270219,   0.443203,   0.874504
     264,   0.274736,   0.442593,   0.865226
     284,   0.286578,   0.449307,   0.859611
     304,   0.295733,   0.428920,   0.876701
     324,   0.286333,   0.436123,   0.869865
     344,   0.276323,   0.446377,   0.875237
     364,   0.270463,   0.449795,   0.890985
     384,   0.272294,   0.422450,   0.878655
     404,   0.281939,   0.428798,   0.830068
     424,   0.287920,   0.436611,   0.823598
     444,   0.284380,   0.424403,   0.841787
     464,   0.289507,   0.443203,   0.846915
     484,   0.256302,   0.403894,   0.823231
     504,   0.248245,   0.418788,   0.832021
     524,   0.251175,   0.426601,   0.856681
     544,   0.251175,   0.409510,   0.860099
     564,   0.243362,   0.416102,   0.854972
     584,   0.239456,   0.438809,   0.857901
     604,   0.251175,   0.430996,   0.864005
     624,   0.250320,   0.437099,   0.867301
     644,   0.244583,   0.435634,   0.870353
     664,   0.247635,   0.439663,   0.861076
     684,   0.249710,   0.447598,   0.877434
     704,   0.255814,   0.456510,   0.883782
     724,   0.259476,   0.455899,   0.880852
     744,   0.261430,   0.457120,   0.874016
     764,   0.262895,   0.451016,   0.862785
     784,   0.269365,   0.449307,   0.847403
     804,   0.260941,   0.444912,   0.843740
     824,   0.253372,   0.455167,   0.855704
     844,   0.275835,   0.433437,   0.866203
     864,   0.274004,   0.446011,   0.864982
     884,   0.266801,   0.445035,   0.860587
     904,   0.257401,   0.451993,   0.853385
     924,   0.253983,   0.451016,   0.851920
     944,   0.252640,   0.448086,   0.864860
     964,   0.255570,   0.446622,   0.874748
     984,   0.242385,   0.478606,   0.871818
    1004,   0.241165,   0.468473,   0.848257
    1030,   0.246780,   0.466398,   0.862540
    1045,   0.247269,   0.456144,   0.863761
    1061,   0.242141,   0.456388,   0.847891
    1077,   0.242385,   0.475432,   0.846182
    1104,   0.249954,   0.478118,   0.861320
    1120,   0.238113,   0.466276,   0.834951
    1136,   0.240188,   0.464933,   0.830068
    1151,   0.241653,   0.475188,   0.839590
    1167,   0.244705,   0.478850,   0.847891
    1183,   0.245071,   0.479338,   0.850088
    1198,   0.249100,   0.478240,   0.845816
    1214,   0.255326,   0.480071,   0.849112
    1229,   0.246048,   0.466886,   0.832021
    1245,   0.238479,   0.498749,   0.840200
    1261,   0.252518,   0.466764,   0.822743
    1276,   0.247024,   0.467619,   0.839834
    1292,   0.257279,   0.476408,   0.833974
    1308,   0.255326,   0.474944,   0.847403
    1323,   0.253128,   0.474455,   0.844107
    1339,   0.246902,   0.486785,   0.830678
    1354,   0.246048,   0.488372,   0.831167
    1370,   0.239944,   0.488982,   0.837270
    1386,   0.249466,   0.484221,   0.844229
    1401,   0.246292,   0.488128,   0.860343
    1417,   0.244339,   0.482024,   0.851798
    1433,   0.240188,   0.482268,   0.852286
    1448,   0.238235,   0.497406,   0.845450
    1464,   0.237014,   0.495697,   0.861320
    1479,   0.242996,   0.484710,   0.874992
    1495,   0.241409,   0.483977,   0.872795
    1510,   0.236282,   0.500092,   0.841543
    1536,   0.233596,   0.492279,   0.853507
    1552,   0.238967,   0.477141,   0.854117
    1568,   0.233596,   0.476653,   0.845816
    1583,   0.227980,   0.491058,   0.838857
    1599,   0.244339,   0.476897,   0.849600
    1614,   0.241165,   0.466276,   0.835805
    1630,   0.251297,   0.475920,   0.837270
    1646,   0.232375,   0.484221,   0.838125
    1661,   0.235305,   0.486907,   0.829335
    1677,   0.240676,   0.482268,   0.834463
    1693,   0.248001,   0.482024,   0.842764
    1708,   0.253617,   0.479583,   0.857657
    1724,   0.257767,   0.485686,   0.849600
    1739,   0.254105,   0.494232,   0.832021
    1755,   0.249466,   0.493011,   0.835439
    1771,   0.249466,   0.483733,   0.844473
    1786,   0.244339,   0.476408,   0.843985
    1802,   0.238967,   0.487884,   0.827626
    1817,   0.240920,   0.489105,   0.837637
    1833,   0.237258,   0.484466,   0.849600
    1849,   0.234694,   0.478850,   0.852896
    1864,   0.233352,   0.473967,   0.855460
    1880,   0.237258,   0.470549,   0.844229
    1896,   0.237502,   0.478606,   0.845205
    1911,   0.237746,   0.487151,   0.840811
    1927,   0.231398,   0.488006,   0.837515
    1943,   0.229201,   0.484221,   0.837392
    1958,   0.230666,   0.489593,   0.868644
    1974,   0.230666,   0.480315,   0.842520
    1989,   0.230178,   0.482512,   0.846915
    2005,   0.230178,   0.484466,   0.847403
    2021,   0.236770,   0.480559,   0.843008
    2036,   0.225783,   0.485564,   0.854972
    2052,   0.233352,   0.487884,   0.843252
    2068,   0.243972,   0.482390,   0.852652
    2083,   0.244949,   0.475310,   0.857901
    2099,   0.236526,   0.489349,   0.831655
    2114,   0.234328,   0.474333,   0.842153
    2130,   0.246536,   0.469084,   0.848379
    2146,   0.239456,   0.478362,   0.836416
    2161,   0.236648,   0.483367,   0.847525
    2177,   0.244339,   0.486175,   0.838369
    2192,   0.249466,   0.478362,   0.840078
    2208,   0.255814,   0.484344,   0.828969
    2224,   0.247757,   0.489349,   0.844717
    2239,   0.251907,   0.490569,   0.854972
    2255,   0.247269,   0.485686,   0.847647
    2271,   0.239944,   0.489105,   0.846304
    2286,   0.237014,   0.487640,   0.831289
    2302,   0.251907,   0.482634,   0.834951
    2317,   0.254593,   0.478606,   0.841055
    2333,   0.251175,   0.478606,   0.846182
    2349,   0.248733,   0.480071,   0.849844
    2364,   0.239334,   0.487762,   0.843740
    2380,   0.226027,   0.473479,   0.829091
    2396,   0.219801,   0.476408,   0.814442
    2411,   0.226027,   0.479583,   0.818592
    2427,   0.232131,   0.470915,   0.827870
    2442,   0.237869,   0.463346,   0.854483
    2458,   0.236159,   0.456632,   0.855216
    2474,   0.235061,   0.474211,   0.835195
    2489,   0.238967,   0.480559,   0.825429
    2505,   0.245193,   0.493133,   0.839224
    2521,   0.249832,   0.492767,   0.857779
    2536,   0.243850,   0.485198,   0.873161
    2552,   0.240676,   0.480071,   0.866203
    2567,   0.237746,   0.495697,   0.852286
    2583,   0.242874,   0.512543,   0.862052
    2599,   0.239700,   0.503388,   0.861442
    2614,   0.242385,   0.485686,   0.865470
    2630,   0.244339,   0.479583,   0.862785
    2645,   0.245559,   0.480925,   0.866081
    2661,   0.245926,   0.485686,   0.854239
    2677,   0.243362,   0.492523,   0.845205
    2692,   0.243362,   0.491302,   0.843985
    2708,   0.244339,   0.484221,   0.845694
    2724,   0.250198,   0.477629,   0.857413
    2739,   0.250443,   0.469084,   0.857901
    2755,   0.248733,   0.467619,   0.850821
    2770,   0.258011,   0.481292,   0.846670
    2786,   0.252884,   0.502777,   0.838857
    2802,   0.255326,   0.478972,   0.851798
    2817,   0.254349,   0.484221,   0.848135
    2833,   0.249954,   0.491790,   0.836416
    2849,   0.248855,   0.493866,   0.832021
    2864,   0.248733,   0.485931,   0.822011
    2880,   0.253861,   0.471770,   0.839590
    2895,   0.248245,   0.474944,   0.844717
    2911,   0.248001,   0.475432,   0.841787
    2927,   0.241653,   0.476164,   0.841787
    2942,   0.240554,   0.478484,   0.837148
    2958,   0.234694,   0.471770,   0.847769
    2974,   0.231643,   0.485442,   0.832265
    2989,   0.229445,   0.483489,   0.841787
    3005,   0.231154,   0.467863,   0.853751
    3020,   0.225905,   0.467008,   0.855216
    3036,   0.225050,   0.469694,   0.843618
    3052,   0.228224,   0.479094,   0.839102
