164,-0.111111,-0.230769,0.961538,0.995065481
167,-0.111111,-0.230769,0.961538,0.995065481
183,-0.111111,-0.230769,1,1.032279025
188,-0.111111,-0.230769,1,1.032279025
208,-0.111111,-0.230769,1,1.032279025
210,-0.111111,-0.192308,1,1.024367132
217,-0.074074,-0.192308,1,1.021013871
235,-0.111111,-0.192308,1,1.024367132
242,-0.111111,-0.192308,1,1.024367132
252,-0.111111,-0.192308,1,1.024367132
257,-0.111111,-0.230769,1,1.032279025
272,-0.074074,-0.230769,1,1.028951548
278,-0.111111,-0.192308,1,1.024367132
293,-0.111111,-0.192308,1,1.024367132
297,-0.111111,-0.192308,1,1.024367132
312,-0.111111,-0.192308,0.961538,0.986855282
327,-0.111111,-0.192308,0.961538,0.986855282
328,-0.111111,-0.192308,1,1.024367132
346,-0.111111,-0.230769,1,1.032279025
348,-0.111111,-0.230769,1,1.032279025
363,-0.111111,-0.230769,1,1.032279025
378,-0.111111,-0.192308,1,1.024367132
379,-0.111111,-0.192308,1,1.024367132
394,-0.111111,-0.192308,1,1.024367132
398,-0.111111,-0.192308,1,1.024367132
414,-0.111111,-0.192308,1,1.024367132
423,-0.111111,-0.230769,1,1.032279025
428,-0.111111,-0.269231,1,1.0415522
443,-0.074074,-0.269231,1,1.038254443
448,-0.074074,-0.230769,1,1.028951548
468,-0.111111,-0.192308,1,1.024367132
473,-0.111111,-0.153846,0.961538,0.980086512
479,-0.111111,-0.153846,0.961538,0.980086512
494,-0.111111,-0.192308,0.961538,0.986855282
498,-0.111111,-0.192308,1,1.024367132
516,-0.074074,-0.230769,1,1.028951548
519,-0.074074,-0.269231,1,1.038254443
534,-0.074074,-0.230769,1,1.028951548
539,-0.074074,-0.230769,1,1.028951548
554,-0.111111,-0.192308,1,1.024367132
561,-0.111111,-0.153846,1,1.01784785
578,-0.111111,-0.153846,1,1.01784785
579,-0.111111,-0.192308,1,1.024367132
594,-0.111111,-0.230769,1,1.032279025
609,-0.111111,-0.230769,1,1.032279025
611,-0.111111,-0.192308,1,1.024367132
626,-0.111111,-0.192308,1,1.024367132
631,-0.111111,-0.192308,1,1.024367132
646,-0.111111,-0.192308,1,1.024367132
651,-0.111111,-0.192308,1,1.024367132
667,-0.111111,-0.192308,1,1.024367132
674,-0.111111,-0.192308,1,1.024367132
681,-0.074074,-0.230769,1,1.028951548
697,-0.074074,-0.230769,1,1.028951548
715,-0.074074,-0.230769,1,1.028951548
717,-0.074074,-0.230769,1,1.028951548
734,-0.111111,-0.230769,1,1.032279025
735,-0.111111,-0.192308,1.038462,1.06194696
750,-0.111111,-0.192308,1.076923,1.099586817
752,-0.111111,-0.192308,1.115385,1.137282603
768,-0.148148,-0.230769,1.076923,1.11128993
775,-0.111111,-0.230769,1.038462,1.069580904
783,-0.111111,-0.230769,1,1.032279025
798,-0.074074,-0.230769,0.961538,0.991613137
813,-0.037037,-0.230769,0.961538,0.98953595
823,0,-0.230769,0.923077,0.951485932
839,0,-0.192308,0.807692,0.830270278
845,0.037037,-0.153846,0.730769,0.747705599
860,0.037037,-0.153846,0.692308,0.710162445
865,-0.111111,-0.076923,0.538462,0.555161353
882,-0.185185,-0.115385,0.307692,0.377202266
884,-0.074074,-0.038462,0.076923,0.113505202
899,-0.037037,0,0,0.037037
914,0,0.038462,0.038462,0.054393482
915,0,0,0,0
935,0,0,0.038462,0.038462
973,0,0,0.038462,0.038462
978,0,0,0.038462,0.038462
993,0,0,0,0
995,0,0,0.038462,0.038462
1017,0,0,0.038462,0.038462
1033,0,0,0.038462,0.038462
1037,0,0,0.038462,0.038462
1048,0,0,0.038462,0.038462
